ICD9Code,DisplayName,GroupDisplayName,ClassDisplayName,SubclassDisplayName
925.1,Crushing injury of face and scalp,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
925.2,Crushing injury of neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
926.0,Crushing injury of external genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
926.11,Crushing injury of back,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
926.12,Crushing injury of buttock,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
926.19,Crushing injury of other specified sites of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
926.8,Crushing injury of multiple sites of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
926.9,Crushing injury of unspecified site of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.00,Crushing injury of shoulder region,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.01,Crushing injury of scapular region,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.02,Crushing injury of axillary region,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.03,Crushing injury of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.09,Crushing injury of multiple sites of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.10,Crushing injury of forearm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.11,Crushing injury of elbow,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.20,Crushing injury of hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.21,Crushing injury of wrist,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.3,Crushing injury of finger(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
927.8,Crushing injury of multiple sites of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.00,Crushing injury of thigh,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.01,Crushing injury of hip,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.10,Crushing injury of lower leg,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.11,Crushing injury of knee,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.2,Crushing injury of ankle and foot excluding toe(s) alone,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.20,Crushing injury of foot,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.21,Crushing injury of ankle,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.3,Crushing injury of toe(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.8,Crushing injury of multiple sites of lower limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
928.9,Crushing injury of unspecified site of lower limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
929.0,Crushing injury of multiple sites not elsewhere classified,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
929.9,Crushing injury of unspecified site,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Crushing Injury
930,Foreign body on external eye,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
930.0,Corneal foreign body,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
930.1,Foreign body in conjunctival sac,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
930.9,Foreign body in unspecified site on external eye,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
931,Foreign body in ear,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
932,Foreign body in nose,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
933,Foreign body in pharynx and larynx,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
933.0,Foreign body in pharynx,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
933.1,Foreign body in larynx,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
934,Foreign body in trachea bronchus and lung,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
934.0,Foreign body in trachea,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
934.1,Foreign body in main bronchus,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
934.8,Foreign body in other specified parts bronchus and lung,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
934.9,Foreign body in respiratory tree unspecified,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
935,Foreign body in mouth esophagus and stomach,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
935.0,Foreign body in mouth,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
935.1,Foreign body in esophagus,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
935.2,Foreign body in stomach,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
936,Foreign body in intestine and colon,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
937,Foreign body in anus and rectum,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
938,Foreign body in digestive system unspecified,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
939.0,Foreign body in bladder and urethra,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
939.1,Foreign body in uterus any part,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
939.2,Foreign body in vulva and vagina,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
939.3,Foreign body in penis,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
939.9,Foreign body in unspecified site in genitourinary tract,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Effects Of Foreign Body Entering Through Orifice
940.0,Chemical burn of eyelids and periocular area,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
940.1,Other burns of eyelids and periocular area,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
940.2,Alkaline chemical burn of cornea and conjunctival sac,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
940.3,Acid chemical burn of cornea and conjunctival sac,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
940.4,Other burn of cornea and conjunctival sac,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
940.5,Burn with resulting rupture and destruction of eyeball,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
940.9,Unspecified burn of eye and adnexa,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941,Burn of face head and neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.00,Burn of unspecified degree of unspecified site of face and head,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.01,Burn of unspecified degree of ear (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.02,Burn of unspecified degree of eye (with other parts of face head and neck),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.03,Burn of unspecified degree of lip(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.04,Burn of unspecified degree of chin,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.05,Burn of unspecified degree of nose (septum),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.06,Burn of unspecified degree of scalp (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.07,Burn of unspecified degree of forehead and cheek,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.08,Burn of unspecified degree of neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.09,Burn of unspecified degree of multiple sites (except with eye) of face head and neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.10,Erythema due to burn (first degree) of unspecified site of face and head,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.11,Erythema due to burn (first degree) of ear (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.12,Erythema due to burn (first degree) of eye (with other parts face head and neck),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.13,Erythema due to burn (first degree) of lip(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.14,Erythema due to burn (first degree) of chin,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.15,Erythema due to burn (first degree) of nose (septum),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.16,Erythema due to burn (first degree) of scalp (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.17,Erythema due to burn (first degree) of forehead and cheek,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.18,Erythema due to burn (first degree) of neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.19,Erythema due to burn (first degree) of multiple sites (except with eye) of face head and neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.20,Blisters with epidermal loss due to burn (second degree) of face and head unspecified site,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.21,Blisters with epidermal loss due to burn (second degree) of ear (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.22,Blisters with epidermal loss due to burn (second degree) of eye (with other parts of face head and neck),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.23,Blisters with epidermal loss due to burn (second degree) of lip(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.24,Blisters with epidermal loss due to burn (second degree) of chin,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.25,Blisters with epidermal loss due to burn (second degree) of nose (septum),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.26,Blisters with epidermal loss due to burn (second degree) of scalp (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.27,Blisters with epidermal loss due to burn (second degree) of forehead and cheek,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.28,Blisters with epidermal loss due to burn (second degree) of neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.29,Blisters with epidermal loss due to burn (second degree) of multiple sites (except with eye) of face head and neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.30,Full-thickness skin loss due to burn (third degree nos) of unspecified site of face and head,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.36,Full-thickness skin loss due to burn (third degree nos) of scalp (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.37,Full-thickness skin loss due to burn (third degree nos) of forehead and cheek,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.38,Full-thickness skin loss due to burn (third degree nos) of neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.39,Full-thickness skin loss due to burn (third degree nos) of multiple sites (except with eye) of face head and neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.40,Deep necrosis of underlying tissues due to burn (deep third degree) of unspecified site of face and head without loss of body part,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
941.48,Deep necrosis of underlying tissues due to burn (deep third degree) of neck without loss of neck,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.00,Burn of unspecified degree of unspecified site of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.01,Burn of unspecified degree of breast,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.02,Burn of unspecified degree of chest wall excluding breast and nipple,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.03,Burn of unspecified degree of abdominal wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.04,Burn of unspecified degree of back (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.05,Burn of unspecified degree of genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.1,Erythema due to burn (first degree) of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.10,Erythema due to burn (first degree) of unspecified site of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.11,Erythema due to burn (first degree) of breast,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.12,Erythema due to burn (first degree) of chest wall excluding breast and nipple,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.13,Erythema due to burn (first degree) of abdominal wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.14,Erythema due to burn (first degree) of back (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.15,Erythema due to burn (first degree) of genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.2,Blisters with epidermal loss due to burn (second degree) of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.20,Blisters with epidermal loss due to burn (second degree) of unspecified site of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.21,Blisters with epidermal loss due to burn (second degree) of breast,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.22,Blisters with epidermal loss due to burn (second degree) of chest wall excluding breast and nipple,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.23,Blisters with epidermal loss due to burn (second degree) of abdominal wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.24,Blisters with epidermal loss due to burn (second degree) of back (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.25,Blisters with epidermal loss due to burn (second degree) of genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.30,Full-thickness skin loss due to burn (third degree nos) of unspecified site of trunk,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.31,Full-thickness skin loss due to burn (third degree nos) of breast,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.32,Full-thickness skin loss due to burn (third degree nos) of chest wall excluding breast and nipple,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.33,Full-thickness skin loss due to burn (third degree nos) of abdominal wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.34,Full-thickness skin loss due to burn (third degree nos) of back (any part),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.35,Full-thickness skin loss due to burn (third degree nos) of genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.42,Deep necrosis of underlying tissues due to burn (deep third degree) of chest wall excluding breast and nipple without loss of chest wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.43,Deep necrosis of underlying tissues due to burn (deep third degree) of abdominal wall without loss of abdominal wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.44,Deep necrosis of underlying tissues due to burn (deep third degree) of back (any part) without loss of back,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.45,Deep necrosis of underlying tissues due to burn (deep third degree) of genitalia without loss of genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.52,Deep necrosis of underlying tissues due to burn (deep third degree) of chest wall excluding breast and nipple with loss of chest wall,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
942.55,Deep necrosis of underlying tissues due to burn (deep third degree) of genitalia with loss of genitalia,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943,Burn of upper limb except wrist and hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.00,Burn of unspecified degree of unspecified site of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.01,Burn of unspecified degree of forearm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.02,Burn of unspecified degree of elbow,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.03,Burn of unspecified degree of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.04,Burn of unspecified degree of axilla,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.05,Burn of unspecified degree of shoulder,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.06,Burn of unspecified degree of scapular region,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.09,Burn of unspecified degree multiple sites of upper limb except wrist and hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.10,Erythema due to burn (first degree) of unspecified site of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.11,Erythema due to burn (first degree) of forearm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.12,Erythema due to burn (first degree) of elbow,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.13,Erythema due to burn (first degree) of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.15,Erythema due to burn (first degree) of shoulder,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.19,Erythema due to burn (first degree) of multiple sites of upper limb except wrist and hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.2,Blisters with epidermal loss due to burn (second degree) of upper limb except wrist and hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.20,Blisters with epidermal loss due to burn (second degree) of unspecified site of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.21,Blisters with epidermal loss due to burn (second degree) of forearm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.22,Blisters with epidermal loss due to burn (second degree) of elbow,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.23,Blisters with epidermal loss due to burn (second degree) of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.25,Blisters with epidermal loss due to burn (second degree) of shoulder,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.26,Blisters with epidermal loss due to burn (second degree) of scapular region,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.29,Blisters with epidermal loss due to burn (second degree) of multiple sites of upper limb except wrist and hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.30,Full-thickness skin loss due to burn (third degree nos) of unspecified site of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.31,Full-thickness skin loss due to burn (third degree nos) of forearm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.32,Full-thickness skin loss due to burn (third degree nos) of elbow,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.33,Full-thickness skin loss due to burn (third degree nos) of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.34,Full-thickness skin loss due to burn (third degree nos) of axilla,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.35,Full-thickness skin loss due to burn (third degree nos) of shoulder,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.40,Deep necrosis of underlying tissues due to burn (deep third degree) of unspecified site of upper limb without loss of a body part,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.41,Deep necrosis of underlying tissues due to burn (deep third degree) of forearm without loss of forearm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.43,Deep necrosis of underlying tissues due to burn (deep third degree) of upper arm without loss of upper arm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.49,Deep necrosis of underlying tissues due to burn (deep third degree) of multiple sites of upper limb except wrist and hand without loss of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.55,Deep necrosis of underlying tissues due to burn (deep third degree) of shoulder with loss of shoulder,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
943.59,Deep necrosis of underlying tissues due to burn (deep third degree) of multiple sites of upper limb except wrist and hand with loss of upper limb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944,Burn of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.00,Burn of unspecified degree of unspecified site of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.01,Burn of unspecified degree of single digit (finger (nail) other than thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.02,Burn of unspecified degree of thumb (nail),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.03,Burn of unspecified degree of two or more digits of hand not including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.04,Burn of unspecified degree of two or more digits of hand including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.05,Burn of unspecified degree of palm of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.06,Burn of unspecified degree of back of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.07,Burn of unspecified degree of wrist,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.08,Burn of unspecified degree of multiple sites of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.1,Erythema due to burn (first degree) of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.10,Erythema due to burn (first degree) of unspecified site of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.11,Erythema due to burn (first degree) of single digit (finger (nail)) other than thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.12,Erythema due to burn (first degree) of thumb (nail),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.13,Erythema due to burn (first degree) of two or more digits of hand not including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.14,Erythema due to burn (first degree) of two or more digits of hand including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.15,Erythema due to burn (first degree) of palm of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.16,Erythema due to burn (first degree) of back of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.17,Erythema due to burn (first degree) of wrist,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.18,Erythema due to burn (first degree) of multiple sites of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.2,Blisters with epidermal loss due to burn (second degree) of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.20,Blisters with epidermal loss due to burn (second degree) of unspecified site of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.21,Blisters with epidermal loss due to burn (second degree) of single digit (finger (nail)) other than thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.22,Blisters with epidermal loss due to burn of (second degree) of thumb (nail),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.23,Blisters with epidermal loss due to burn (second degree) of two or more digits of hand not including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.24,Blisters with epidermal loss due to burn (second degree) of two or more digits of hand including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.25,Blisters with epidermal loss due to burn (second degree) of palm of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.26,Blisters with epidermal loss due to burn (second degree) of back of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.27,Blisters with epidermal loss due to burn (second degree) of wrist,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.28,Blisters with epidermal loss due to burn (second degree) of multiple sites of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.30,Full-thickness skin loss due to burn (third degree nos) of unspecified site of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.31,Full-thickness skin loss due to burn (third degree nos) of single digit (finger (nail)) other than thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.32,Full-thickness skin loss due to burn (third degree nos) of thumb (nail),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.33,Full-thickness skin loss due to burn (third degree nos) of two or more digits of hand not including thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.35,Full-thickness skin loss due to burn (third degree nos) of palm of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.36,Full-thickness skin loss due to burn (third degree nos) of back of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.37,Full-thickness skin loss due to burn (third degree nos) of wrist,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.38,Full-thickness skin loss due to burn (third degree nos) of multiple sites of wrist(s) and hand(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.40,Deep necrosis of underlying tissues due to burn (deep third degree) of unspecified site of hand without loss of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.41,Deep necrosis of underlying tissues due to burn (deep third degree) of single digit (finger (nail)) other than thumb without loss of finger,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.42,Deep necrosis of underlying tissues due to burn (deep third degree) of thumb (nail) without loss of thumb,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.45,Deep necrosis of underlying tissues due to burn (deep third degree) of palm of hand without loss of palm,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.46,Deep necrosis of underlying tissues due to burn (deep third degree) of back of hand without loss of back of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.47,Deep necrosis of underlying tissues due to burn (deep third degree) of wrist without loss of wrist,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.48,Deep necrosis of underlying tissues due to burn (deep third degree) of multiple sites of wrist(s) and hand(s) without loss of a body part,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.50,Deep necrosis of underlying tissues due to burn (deep third degree) of unspecified site of hand with loss of hand,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
944.58,Deep necrosis of underlying tissues due to burn (deep third degree) of multiple sites of wrist(s) and hand(s) with loss of a body part,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
945,Burn of lower limb(s),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
945.00,Burn of unspecified degree of unspecified site of lower limb (leg),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
945.01,Burn of unspecified degree of toe(s) (nail),"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
945.02,Burn of unspecified degree of foot,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
945.03,Burn of unspecified degree of ankle,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
945.04,Burn of unspecified degree of lower leg,"Diagnoses, Syndromes And Conditions",Injury And Poisoning,Burns
